Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Orthotripsy mimicking asystole.,2004,United States,Stephen,male,Stephen,male,"['Diagnosis, Differential', 'Dizziness', 'Fasciitis, Plantar', 'Female', 'Heart Arrest', 'High-Energy Shock Waves', 'Humans', 'Middle Aged']"
Echocardiography and the non-cardiac anaesthetist.,2012,,M,unknown,M,unknown,"['Anesthesiology', 'Critical Care', 'Echocardiography', 'Heart Arrest', 'Humans', 'Postoperative Care', 'Preoperative Care']"
Extracorporeal membrane oxygenation-facilitated resuscitation in out-of-hospital cardiac arrest: a meta-analysis of randomized controlled trials.,2023,Japan,Yuko,mostly_female,Toshiki,male,"['Humans', 'Cardiopulmonary Resuscitation', 'Extracorporeal Membrane Oxygenation', 'Out-of-Hospital Cardiac Arrest', 'Randomized Controlled Trials as Topic', 'Retrospective Studies', 'Treatment Outcome']"
Ensemble Learning Method for In-Hospital Cardiac Arrest Prediction.,2024,,Ja,mostly_female,Hee,mostly_female,"['Humans', 'Algorithms', 'Heart Arrest', 'Machine Learning', 'Time Factors', 'Hospitals']"
Cardiac arrest diagnostic accuracy of 9-1-1 dispatchers: a prospective multi-center study.,2015,Canada,Christian,male,Ian,male,"['Canada', 'Cardiopulmonary Resuscitation', 'Emergency Medical Service Communication Systems', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Predictive Value of Tests', 'Prospective Studies', 'Sensitivity and Specificity']"
Predicting early recovery of consciousness after cardiac arrest supported by quantitative electroencephalography.,2021,United States,Andrew,male,Jan,male,"['Consciousness', 'Electroencephalography', 'Heart Arrest', 'Humans', 'Prognosis', 'Prospective Studies']"
A matter of timing: EEG monitoring for neurological prognostication after cardiac arrest in the era of targeted temperature management.,2021,United States,Darya,female,Edilberto,unknown,"['Coma', 'Electroencephalography', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Prognosis', 'Seizures']"
Possible GoLytely-Associated Cardiac Arrest: A Case Report and Literature Review.,2020,United States,Yoonsun,unknown,Jose,male,"['Diabetes Mellitus, Type 2', 'Electrolytes', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Polyethylene Glycols']"
Point-of-Care Ultrasound Use by EMS Providers in Out-of-Hospital Cardiac Arrest.,2022,United States,Michael,male,Amanda,female,"['Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Point-of-Care Systems', 'Prospective Studies', 'Ultrasonography']"
AI-Enabled Public Surveillance Cameras for Rapid Emergency Medical Service Activation in Out-of-Hospital Cardiac Arrests.,2023,Lithuania,Linas,male,Asta,female,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Cardiopulmonary Resuscitation', 'Artificial Intelligence', 'Emergency Medical Services']"
"Death: past, present, and future.",2015,United States,Rodney,male,Rodney,male,"['Advance Directives', 'Bioethical Issues', 'Brain', 'Brain Death', 'Conflict of Interest', 'Consciousness', 'Diagnosis, Differential', 'Heart Arrest', 'Humans', 'Medical Futility', 'Myocardial Contraction', 'Personal Autonomy', 'Personhood', 'Third-Party Consent', 'Time Factors', 'Tissue and Organ Procurement']"
Echocardiographic Characteristics of Cardiogenic Shock Patients with and Without Cardiac Arrest.,2023,United States,Meir,male,Jacob,male,"['Female', 'Humans', 'Aged', 'Male', 'Shock, Cardiogenic', 'Ventricular Dysfunction, Left', 'Retrospective Studies', 'Echocardiography', 'Heart Arrest', 'Stroke Volume']"
Outcome in cardiac arrest patients found to have cardiac standstill on the bedside emergency department echocardiogram.,2001,United States,M,unknown,J,unknown,"['Adult', 'Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Emergency Service, Hospital', 'Female', 'Heart Arrest', 'Humans', 'Likelihood Functions', 'Male', 'Middle Aged', 'Outcome Assessment, Health Care', 'Point-of-Care Systems', 'Predictive Value of Tests', 'Prognosis', 'Prospective Studies']"
Early warning score validation methodologies and performance metrics: a systematic review.,2020,Singapore,Andrew,male,Tharmmambal,unknown,"['Adult', 'Benchmarking', 'Early Warning Score', 'Heart Arrest', 'Humans', 'Intensive Care Units', 'Prognosis', 'Prospective Studies']"
Extracorporeal Cardiopulmonary Resuscitation for Adults With Refractory Out-of-Hospital Cardiac Arrest: Towards Better Neurological Outcomes.,2020,France,Romain,male,Matthieu,male,"['Adult', 'Cardiopulmonary Resuscitation', 'Humans', 'Out-of-Hospital Cardiac Arrest']"
Is point-of-care ultrasound a reliable predictor of outcome during traumatic cardiac arrest? A systematic review and meta-analysis from the SHoC investigators.,2021,Canada,Elizabeth,female,Paul,male,"['Adult', 'Cardiopulmonary Resuscitation', 'Child', 'Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Point-of-Care Systems', 'Point-of-Care Testing', 'Ultrasonography']"
Investigating Users' Attitudes Toward Automated Smartwatch Cardiac Arrest Detection: Cross-Sectional Survey Study.,2024,Netherlands,Wisse,male,Patrick,male,"['Humans', 'Cross-Sectional Studies', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Female', 'Middle Aged', 'Netherlands', 'Aged', 'Surveys and Questionnaires', 'Adult', 'Emergency Medical Services', 'Wearable Electronic Devices']"
Meta-analysis of chest compression-only versus conventional cardiopulmonary resuscitation by bystanders for adult with out-of-hospital cardiac arrest.,2023,Poland,Karol,male,Lukasz,unknown,"['Humans', 'Adult', 'Out-of-Hospital Cardiac Arrest', 'Cardiopulmonary Resuscitation', 'Hospitalization', 'Patient Discharge', 'Return of Spontaneous Circulation']"
Arterial pressure-guided management following cardiopulmonary resuscitation.,2021,Japan,Kosuke,male,Teruhiko,unknown,"['Arterial Pressure', 'Cardiopulmonary Resuscitation', 'Heart', 'Heart Arrest', 'Humans', 'Retrospective Studies']"
Prediction of cardiac arrest in critically ill patients based on bedside vital signs monitoring.,2022,China,Li,andy,Liu,andy,"['Critical Illness', 'Heart Arrest', 'Humans', 'Machine Learning', 'Retrospective Studies', 'Vital Signs']"
Markov model for detection of ECG instability prior to cardiac arrest in single-ventricle patients.,2023,United States,Fabio,male,Sebastian,male,"['Humans', 'Electrocardiography', 'Treatment Outcome', 'Retrospective Studies', 'Heart Ventricles', 'Pulmonary Artery', 'Heart Arrest']"
Assessment of cardiac ultrasonography in predicting outcome in adult cardiac arrest.,2012,,O,unknown,M,unknown,"['Adolescent', 'Adult', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Emergency Service, Hospital', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Heart Function Tests', 'Humans', 'Male', 'Middle Aged', 'Myocardial Contraction', 'Prospective Studies', 'Treatment Outcome', 'Young Adult']"
"A Machine Learning Approach for Predicting In-Hospital Cardiac Arrest Using Single-Day Vital Signs, Laboratory Test Results, and International Classification of Disease-10 Block for Diagnosis.",2025,,Haeil,unknown,Chan,mostly_male,"['Humans', 'Retrospective Studies', 'Female', 'Male', 'Machine Learning', 'Middle Aged', 'Heart Arrest', 'Aged', 'Vital Signs', 'ROC Curve', 'Intensive Care Units', 'International Classification of Diseases', 'Adult', 'Aged, 80 and over', 'Hospitalization']"
Early Coronary Angiography and Survival After Out-of-Hospital Cardiac Arrest.,2015,Canada,Ankur,unknown,Saket,unknown,"['Aged', 'Aged, 80 and over', 'Coronary Angiography', 'Early Diagnosis', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Propensity Score', 'Prospective Studies', 'Registries', 'Survival Analysis', 'Treatment Outcome']"
For whom the bell tolls….,2011,,Michael,male,Michael,male,"['Female', 'Heart Arrest', 'Humans', 'Male', 'Severity of Illness Index']"
Clinical Presentation of Pediatric Patients at Risk for Sudden Cardiac Arrest.,2016,United States,Aarti,female,Robert,male,"['Adolescent', 'Cardiomyopathy, Hypertrophic', 'Child', 'Child, Preschool', 'Coronary Vessel Anomalies', 'Death, Sudden, Cardiac', 'Female', 'Heart Arrest', 'Humans', 'Long QT Syndrome', 'Male', 'Retrospective Studies', 'Risk Factors', 'Tachycardia, Ventricular', 'Polymorphic Catecholaminergic Ventricular Tachycardia']"
The accuracy of medical dispatch - a systematic review.,2018,Sweden,K,unknown,L,unknown,"['Emergency Medical Dispatch', 'Heart Arrest', 'Humans', 'Sensitivity and Specificity', 'Stroke', 'Triage', 'Wounds and Injuries']"
In-hospital cardiac arrest and preceding National Early Warning Score (NEWS): A retrospective case-control study.,2020,Sweden,Martin,male,Karin,female,"['Case-Control Studies', 'Early Warning Score', 'Heart Arrest', 'Hospital Mortality', 'Hospitals', 'Humans', 'Retrospective Studies']"
An increased potential for organ donors may be found among patients with out-of-hospital cardiac arrest.,2022,Denmark,Mads,male,Søren,male,"['Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Tissue Donors', 'Tissue and Organ Procurement', 'Withholding Treatment']"
Association between accelerometer-derived physical activity and incident cardiac arrest.,2023,China,Shuangfa,unknown,Zhenhua,andy,"['Humans', 'Male', 'Female', 'Prospective Studies', 'Accelerometry', 'Exercise', 'Heart Arrest']"
Ventricular Fibrillation Is a Sign of Life.,2023,France,Nabil,male,Erwan,male,"['Humans', 'Ventricular Fibrillation', 'Arrhythmias, Cardiac', 'Heart Arrest', 'Prognosis']"
Out-of-Hospital Cardiac Arrest Detection by Machine Learning Based on the Phonetic Characteristics of the Caller's Voice.,2022,France,Sonia,female,Marc,male,"['Cardiopulmonary Resuscitation', 'Emergency Medical Service Communication Systems', 'Emergency Medical Services', 'Humans', 'Machine Learning', 'Out-of-Hospital Cardiac Arrest', 'Phonetics']"
Impact of Diastolic Dysfunction on the Risk of Sudden Cardiac Arrest.,2023,United States,Samir,male,Sandeep,mostly_male,"['Humans', 'Death, Sudden, Cardiac', 'Heart Arrest', 'Cardiomyopathies', 'Diastole']"
Biomarkers as predictors of outcome after cardiac arrest.,2012,Belgium,Sabino,male,Fabio,male,"['Biomarkers', 'Cardiopulmonary Resuscitation', 'Heart Arrest', 'Humans', 'Predictive Value of Tests', 'Prognosis', 'Severity of Illness Index', 'Survival Rate']"
Validation of the Pittsburgh Cardiac Arrest Category illness severity score.,2015,United States,Patrick,male,Cameron,mostly_male,"['Adult', 'Aged', 'Cardiopulmonary Resuscitation', 'Female', 'Hospitalization', 'Humans', 'Hypothermia, Induced', 'Logistic Models', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Outcome Assessment, Health Care', 'Predictive Value of Tests', 'Prognosis', 'Reproducibility of Results', 'Retrospective Studies', 'Severity of Illness Index', 'Survival Rate']"
PROLOGUE (PROgnostication using LOGistic regression model for Unselected adult cardiac arrest patients in the Early stages): Development and validation of a scoring system for early prognostication in unselected adult cardiac arrest patients.,2021,,Dae,andy,Yong,mostly_male,"['Adult', 'Cardiopulmonary Resuscitation', 'Humans', 'Intensive Care Units', 'Logistic Models', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Retrospective Studies']"
Standardizing Outcomes for Survivors of Pediatric Cardiac Arrests.,2021,United States,Debnath,unknown,Richard,male,"['Cardiopulmonary Resuscitation', 'Child', 'Heart Arrest', 'Humans', 'Survivors']"
DRACULA-A mnemonic for unfavorable resuscitation features in cardiac arrest patients.,2023,Georgia,Tanveer,male,Tanveer,male,"['Humans', 'Treatment Outcome', 'Heart Arrest', 'Resuscitation', 'Cardiopulmonary Resuscitation', 'Out-of-Hospital Cardiac Arrest']"
Cardiac Arrest and the Overwhelming Road to Recovery: A Story About Transitions.,2024,United States,Grace,female,Grace,female,"['Humans', 'Recovery of Function', 'Heart Arrest', 'Cardiopulmonary Resuscitation', 'Treatment Outcome', 'Time Factors', 'Risk Factors']"
Cost Analysis From a Randomized Comparison of Immediate Versus Delayed Angiography After Cardiac Arrest.,2022,Netherlands,Cyril,male,Niels,male,"['Coronary Angiography', 'Costs and Cost Analysis', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Quality of Life', 'Treatment Outcome']"
Mechanical circulatory device utilization in cardiac arrest: Racial and gender disparities and impact on mortality.,2023,Georgia,Aamir,male,Abhijit,unknown,"['Male', 'Adult', 'Female', 'Humans', 'Retrospective Studies', 'Intra-Aortic Balloon Pumping', 'Extracorporeal Membrane Oxygenation', 'Heart-Assist Devices', 'Heart Arrest', 'Shock, Cardiogenic', 'Treatment Outcome']"
Death and Ultrasound Evidence of the Akinetic Heart in Pediatric Cardiac Arrest.,2023,United States,Erik,male,Thomas,male,"['Humans', 'Child', 'Point-of-Care Systems', 'Ultrasonography', 'Point-of-Care Testing', 'Heart', 'Heart Arrest']"
Accelerometry-Based Classification of Circulatory States During Out-of-Hospital Cardiac Arrest.,2023,,Wolfgang,male,Martin,male,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Cardiopulmonary Resuscitation', 'Heart Rate', 'Electrocardiography']"
Diagnostic yield of computed tomography after non-traumatic out-of-hospital cardiac arrest.,2023,United States,Jonathan,male,Patrick,male,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Tomography, X-Ray Computed', 'Thoracic Injuries', 'Intracranial Hemorrhages', 'Emergency Service, Hospital', 'Retrospective Studies']"
Neuroprognostication in the Post Cardiac Arrest Patient: A Canadian Cardiovascular Society Position Statement.,2023,Canada,Christopher,male,Jeanne,female,"['Humans', 'Canada', 'Heart Arrest', 'Prognosis', 'Biomarkers', 'Resuscitation']"
Optic Nerve Sheath Diameter for Assessing Prognosis after Out-of-Hospital Cardiac Arrest.,2024,Germany,Christopher,male,Guido,male,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Optic Nerve', 'Prospective Studies', 'Prognosis', 'Tomography, X-Ray Computed']"
What's new in prognostication after cardiac arrest: microRNAs?,2018,Luxembourg,Yvan,male,Pascal,male,"['Heart Arrest', 'Humans', 'MicroRNAs', 'Prognosis']"
Smart Devices Detect Agonal Breathing in Cardiac Arrest.,2019,,Jennifer,female,Jennifer,female,"['Heart Arrest', 'Humans', 'Respiration Disorders', 'Smartphone']"
Improved inpatient deterioration detection in general wards by using time-series vital signs.,2022,,Chang-Fu,andy,Feipei,unknown,"['Adult', 'Heart Arrest', 'Humans', 'Inpatients', ""Patients' Rooms"", 'Retrospective Studies', 'Time Factors', 'Vital Signs']"
Cardiorespiratory Sensors and Their Implications for Out-of-Hospital Cardiac Arrest Detection: A Systematic Review.,2024,Canada,Saud,unknown,Calvin,male,"['Humans', 'Emergency Medical Services', 'Monitoring, Physiologic', 'Out-of-Hospital Cardiac Arrest', 'Photoplethysmography']"
The final nail in the coffin for immediate catheterization for refractory cardiac arrest with ongoing chest compressions.,2020,Mexico,Nestor,male,James,male,"['Cardiopulmonary Resuscitation', 'Catheterization', 'Coronary Angiography', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Treatment Outcome']"
Benign EEG for prognostication of favorable outcome after cardiac arrest: A reappraisal.,2023,Switzerland,Hélène,female,Andrea,female,"['Adult', 'Female', 'Humans', 'Middle Aged', 'Aged', 'Male', 'Retrospective Studies', 'Prognosis', 'Hypothermia, Induced', 'Coma', 'Heart Arrest', 'Electroencephalography']"
Mandatory cardiopulmonary resuscitation competencies for undergraduate healthcare students in Europe: A European Resuscitation Council guidance note.,2020,Italy,Enrico,male,Robert,male,"['Cardiopulmonary Resuscitation', 'Delivery of Health Care', 'Europe', 'Heart Arrest', 'Humans', 'Students']"
Performance of universal early warning scores in different patient subgroups and clinical settings: a systematic review.,2021,,Baneen,unknown,Amitava,male,"['Early Warning Score', 'Heart Arrest', 'Humans', 'Intensive Care Units', 'Respiratory Rate']"
External validation of a triage tool for predicting cardiac arrest in the emergency department.,2022,,Jen-Tang,unknown,Chu-Lin,unknown,"['Adult', 'Child', 'Emergency Service, Hospital', 'Heart Arrest', 'Humans', 'Prospective Studies', 'Reproducibility of Results', 'Retrospective Studies', 'Triage']"
Risk-adjusted outcome prediction with initial post-cardiac arrest illness severity: implications for cardiac arrest survivors being considered for early invasive strategy.,2014,United States,Joshua,male,Clifton,male,"['Cardiac Catheterization', 'Cohort Studies', 'Coronary Angiography', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Percutaneous Coronary Intervention', 'Prognosis', 'Retrospective Studies', 'Risk Adjustment', 'Severity of Illness Index', 'Survivors', 'Time Factors']"
