Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Unusual Manifestation of Membranous Dysmenorrhea: Case Report.,2023,Mexico,Brianda,unknown,Francisco,male,"['Adult', 'Female', 'Humans', 'Contraceptives, Oral', 'Dysmenorrhea', 'Endometrium', 'Ultrasonography', 'Uterus']"
Difficulties in diagnostics of polycystic ovary syndrome in adolescents - a preliminary study.,2019,Poland,Monika,female,Ada,female,"['Adolescent', 'Female', 'Humans', 'Hyperandrogenism', 'Menstruation Disturbances', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Emergent postpartum pelvic sonography.,2021,United States,Danielle,female,Judy,female,"['Emergency Service, Hospital', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Postpartum Period', 'Pregnancy', 'Ultrasonography']"
Evolution of evidence-based diagnostic criteria in adolescents with polycystic ovary syndrome.,2024,Australia,H,unknown,A,unknown,"['Polycystic Ovary Syndrome', 'Humans', 'Female', 'Adolescent', 'Evidence-Based Medicine']"
Clinical and sonographic impact of oral contraception in patients with deep endometriosis and adenomyosis at 2 years of follow-up.,2023,Spain,Pilar,female,Francisco,male,"['Humans', 'Female', 'Dysmenorrhea', 'Endometriosis', 'Adenomyosis', 'Prospective Studies', 'Dysuria', 'Follow-Up Studies', 'Dyspareunia', 'Pelvic Pain', 'Contraceptives, Oral, Combined', 'Contraception', 'Constipation']"
Dysmenorrhea and Endometriosis: Diagnosis and Management in Adolescents.,2020,United States,Geri,female,Geri,female,"['Adolescent', 'Anti-Inflammatory Agents, Non-Steroidal', 'Contraceptives, Oral, Hormonal', 'Dysmenorrhea', 'Endometriosis', 'Female', 'Gynecologic Surgical Procedures', 'Gynecological Examination', 'Humans', 'Pain Management', 'Reproductive Health']"
Ultrasound assessment of the ovary in the infertile woman.,2008,United States,Bradley,male,Bradley,male,"['Endometriosis', 'Female', 'Humans', 'Infertility, Female', 'Ovarian Follicle', 'Ovarian Neoplasms', 'Ovary', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Optimizing systems to manage postpartum hemorrhage.,2022,United States,Breyanna,unknown,Jill,female,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Hemostatics']"
"Update on Evaluation, Prevention, and Management of Postpartum Hemorrhage.",2018,United States,Kathleen,female,Kathleen,female,"['Adult', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy']"
A Quadruplex Ultrasensitive Immunoassay for Simultaneous Assessment of Human Reproductive Hormone Proteins in Multiple Biofluid Samples.,2023,China,Qiyong,andy,Zhaohui,andy,"['Female', 'Humans', 'Luteinizing Hormone', 'Follicle Stimulating Hormone', 'Polycystic Ovary Syndrome', 'Anti-Mullerian Hormone', 'Immunoassay']"
Commentary: Evaluation of meibomian gland morphology and anterior segment parameters by Sirius topography systems in polycystic ovary syndrome.,2022,India,Gairik,unknown,Rohit,unknown,"['Anterior Eye Segment', 'Female', 'Humans', 'Meibomian Glands', 'Polycystic Ovary Syndrome', 'Tears']"
Effect of Implementing Quantitative Blood Loss Assessment at the Time of Delivery.,2019,United States,Elizabeth,female,Melissa,female,"['Adult', 'Blood Transfusion', 'Delivery, Obstetric', 'Female', 'Hematocrit', 'Humans', 'Postpartum Hemorrhage', 'ROC Curve', 'Retrospective Studies', 'Standard of Care']"
Correlation between point-of-care testing and conventional laboratory values in fibrinogen level during massive postpartum hemorrhage.,2023,Japan,Hisako,female,Hiroyuki,male,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Postpartum Period', 'Point-of-Care Testing', 'Fibrinogen']"
Reduced model for female endocrine dynamics: Validation and functional variations.,2023,United States,Erica,female,David,male,"['Humans', 'Female', 'Polycystic Ovary Syndrome', 'Hormones', 'Menstrual Cycle']"
Self-report pain and symptom measures for primary dysmenorrhoea: a critical review.,2015,United States,C,unknown,S,unknown,"['Dysmenorrhea', 'Female', 'Humans', 'Pain Measurement', 'Psychometrics', 'Self Report']"
Polycystic ovary syndrome.,2004,United States,David,male,David,male,"['Decision Trees', 'Female', 'Fertilization in Vitro', 'Humans', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Ultrasonography']"
Women's health following childbirth.,2022,,Patrick,male,Patrick,male,"['Delivery, Obstetric', 'Female', 'Humans', 'Parturition', 'Pelvic Floor', 'Postpartum Hemorrhage', 'Pregnancy', ""Women's Health""]"
Problems with the diagnosis of endometriosis.,2015,,Bulent,unknown,Murat,male,"['Diagnostic Imaging', 'Dysmenorrhea', 'Dyspareunia', 'Endometriosis', 'Female', 'Humans', 'Ovarian Cysts', 'Ovarian Diseases', 'Pelvic Pain']"
Uterine contractility evaluated on cine magnetic resonance imaging.,2007,Japan,Kaori,female,Kaori,female,"['Dysmenorrhea', 'Female', 'Humans', 'Infertility, Female', 'Magnetic Resonance Imaging, Cine', 'Uterine Contraction', 'Uterus']"
Endometriosis.,2002,,Kevin,male,Kevin,male,"['Endometriosis', 'Female', 'Humans']"
"Adenomyosis: from the sign to the diagnosis. Imaging, diagnostic pitfalls and differential diagnosis: a pictorial review.",2011,Italy,A,unknown,L,unknown,"['Diagnosis, Differential', 'Endometriosis', 'Endometrium', 'Endosonography', 'Female', 'Humans', 'Hysterosalpingography', 'Magnetic Resonance Imaging', 'Myometrium', 'Predictive Value of Tests', 'Sensitivity and Specificity']"
Re: Thoracic endometriosis syndrome: CT and MRI features. A reply.,2014,France,P,unknown,M-P,unknown,"['Endometriosis', 'Female', 'Humans', 'Thoracic Diseases']"
Adolescent chronic pelvic pain.,2005,United States,Arleen,female,Arnold,male,"['Adolescent', 'Adult', 'Chronic Disease', 'Dysmenorrhea', 'Endometriosis', 'Female', 'Humans', 'Irritable Bowel Syndrome', 'Musculoskeletal Diseases', 'Ovarian Cysts', 'Pelvic Inflammatory Disease', 'Pelvic Pain', 'Tissue Adhesions']"
Adenomyosis and Abnormal Uterine Bleeding: Review of the Evidence.,2024,China,Marwan,male,Giuseppe,male,"['Humans', 'Adenomyosis', 'Female', 'Uterine Hemorrhage', 'Dysmenorrhea']"
"Perceptions and experiences of the prevention, detection, and management of postpartum haemorrhage: a qualitative evidence synthesis.",2023,Australia,Shahinoor,unknown,Meghan,female,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Misoprostol', 'Health Personnel', 'Midwifery', 'Family']"
Prototype Salivary Assay for Quantification of Two Biomarkers for In Vitro Diagnosis of Endometriosis.,2024,Italy,Pietro,male,Alfonso,male,"['Humans', 'Female', 'Endometriosis', 'Glycoproteins', 'Enzyme-Linked Immunosorbent Assay', 'Biomarkers']"
Primary Cutaneous Endometriosis Presenting as an Umbilical Nodule.,2021,United States,Peter,male,Elizabeth,female,"['Endometriosis', 'Female', 'Humans', 'Skin Diseases', 'Umbilicus']"
Diagnosing the diagnosis: why we must standardize the defining features of polycystic ovary syndrome.,2008,,Ricardo,male,Ricardo,male,"['Female', 'Humans', 'Polycystic Ovary Syndrome']"
Young women's psychological distress after a diagnosis of polycystic ovary syndrome or endometriosis.,2016,Australia,I,unknown,G,unknown,"['Adolescent', 'Australia', 'Endometriosis', 'Female', 'Health Surveys', 'Humans', 'Longitudinal Studies', 'Polycystic Ovary Syndrome', 'Stress, Psychological', 'Young Adult']"
"Systemic chronic subclinical inflammation, adipose tissue dysfunction, and polycystic ovary syndrome: three major forces intertwined.",2021,United States,Ricardo,male,Ricardo,male,"['Adipose Tissue', 'Female', 'Humans', 'Inflammation', 'Insulin Resistance', 'Polycystic Ovary Syndrome']"
Umbilical nodules: two cases of atypical cutaneous endometriosis.,2021,Italy,Monica,female,Alessandro,male,"['Administration, Cutaneous', 'Endometriosis', 'Female', 'Humans', 'Skin', 'Skin Diseases', 'Umbilicus']"
Accuracy testing of a novel obstetric blood loss quantifying device: A pilot study.,2024,Ireland,Ahmed,male,John,male,"['Humans', 'Pilot Projects', 'Female', 'Pregnancy', 'Postpartum Hemorrhage', 'Adult']"
Secondary Postpregnancy Hemorrhage: Guide for Diagnosis and Management.,2025,United States,Alyssa,female,Hailey,female,"['Humans', 'Female', 'Pregnancy', 'Postpartum Hemorrhage', 'Algorithms']"
'Fortune cookie sign': a variant of mushroom cap sign on T2 weighted MRI for deep sigmoid endometriosis.,2021,Chile,Cristian,male,Christine,female,"['Colon, Sigmoid', 'Endometriosis', 'Female', 'Humans', 'Magnetic Resonance Imaging']"
Endometriosis awareness: screaming at the top of our voices.,2021,Brazil,Márcia,female,Márcia,female,"['Awareness', 'Endometriosis', 'Female', 'Humans', 'Voice']"
The role of three-dimensional ultrasonography in polycystic ovary syndrome.,2006,Hong Kong,Po-Mui,unknown,Nick,male,"['Clinical Trials as Topic', 'Female', 'Humans', 'Imaging, Three-Dimensional', 'Infertility, Female', 'Ovarian Follicle', 'Ovary', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Letter to the Editor: Endometriosis and malignancy-The intriguing relationship.,2021,France,Marina,female,Stacey,mostly_female,"['Endometriosis', 'Female', 'Humans', 'Neoplasms']"
Cyclic perimenstrual pain and discomfort: the scientific basis for practice.,2002,United States,Beth,female,M,unknown,"['Dysmenorrhea', 'Female', 'Humans', 'Nursing Diagnosis', 'Practice Guidelines as Topic', 'Premenstrual Syndrome', 'Self Care']"
An update on Endometriosis: what we know from lab to clinic.,2021,Italy,Libera,female,Stefano,male,"['Ambulatory Care Facilities', 'Endometriosis', 'Female', 'Humans']"
Symptoms of Adenomyosis and Overlapping Diseases.,2020,United States,Keith,male,Megan,female,"['Adenomyosis', 'Adolescent', 'Adult', 'Diagnosis, Differential', 'Disease Progression', 'Dysmenorrhea', 'Dyspareunia', 'Endometriosis', 'Female', 'Humans', 'Infertility, Female', 'Magnetic Resonance Imaging', 'Menorrhagia', 'Myometrium', 'Ultrasonography', 'Young Adult']"
Diagnosis of endometriosis 1st part - Overview of diagnostic approaches.,2019,,T,unknown,D,unknown,"['Endometriosis', 'Female', 'Humans', 'Pregnancy']"
Polycystic ovarian syndrome.,2008,,Sue,female,John,male,"['Adolescent', 'Female', 'Humans', 'Polycystic Ovary Syndrome']"
Polycystic ovary syndrome. The right to a diagnosis?,2009,,Arnold,male,Arnold,male,"['Female', 'Humans', 'Patient Rights', 'Polycystic Ovary Syndrome']"
Deep endometriosis of ileocecum complicated by acute intestinal obstruction: a case report.,2023,Morocco,Loubna,female,Ahmed,male,"['Humans', 'Female', 'Middle Aged', 'Endometriosis', 'Intestinal Obstruction']"
"A novel, re-usable 'Safe birth Tray' for postpartum blood loss monitoring: A preliminary acceptability assessment.",2021,South Africa,Mandisa,unknown,G,unknown,"['Female', 'Humans', 'Parturition', 'Postpartum Hemorrhage', 'Postpartum Period', 'Pregnancy']"
Accuracy of machine learning and traditional statistical models in the prediction of postpartum haemorrhage: a systematic review.,2025,Brazil,Thais,unknown,Zilma,unknown,"['Humans', 'Postpartum Hemorrhage', 'Machine Learning', 'Female', 'Models, Statistical', 'Pregnancy', 'Risk Factors']"
Comparison of four methods of blood loss estimation after cesarean delivery.,2016,Sri Lanka,Manoj,male,Sasini,unknown,"['Adult', 'Blood Loss, Surgical', 'Blood Volume', 'Cesarean Section', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Sri Lanka', 'Young Adult']"
Prognostic capacity of inferior vena cava diameter for severe postpartum hemorrhage.,2021,,Zekiye,female,Zekiye,female,"['Female', 'Humans', 'Postpartum Hemorrhage', 'Postpartum Period', 'Pregnancy', 'Prognosis', 'Prospective Studies', 'Ultrasonography', 'Vena Cava, Inferior']"
Endometriosis: time to think differently (and together).,2024,Denmark,Sharon,female,Andrew,male,"['Endometriosis', 'Humans', 'Female']"
Women at risk: An interdisciplinary perspective on optimizing postpartum hemorrhage systems.,2022,Germany,Stefan,male,Jeanette,female,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Patient Care Team']"
An Access to Androgen Excess: The Ovary Unregulated.,2019,,Neha,female,Salil,male,"['Adrenal Glands', 'Adult', 'Androgens', 'Female', 'Hirsutism', 'Humans', 'Polycystic Ovary Syndrome', 'Pregnancy']"
An unusual case of primary umbilical endometriosis.,2020,United States,Katherine,female,Ali,male,"['Diagnosis, Differential', 'Endometriosis', 'Female', 'Humans', 'Umbilicus']"
Quantitative blood loss measurement methods for early detection of primary postpartum haemorrhage following vaginal birth: A scoping review.,2024,China,Tong,andy,Xiongkuo,unknown,"['Humans', 'Postpartum Hemorrhage', 'Female', 'Pregnancy', 'Early Diagnosis', 'Delivery, Obstetric']"
Can prepartum platelet indices be a parameter to predict postpartum hemorrhage?,2022,,Emine,female,Ibrahim,male,"['Blood Platelets', 'Case-Control Studies', 'Female', 'Humans', 'Mean Platelet Volume', 'Postpartum Hemorrhage', 'Pregnancy', 'ROC Curve']"
Identification of lesional attributes of dysmenorrhea severity and the serum antimüllerian hormone levels in women with ovarian endometriomas.,2022,China,Jichan,unknown,Sun-Wei,unknown,"['Anti-Mullerian Hormone', 'Dysmenorrhea', 'Endometriosis', 'Female', 'Fibrosis', 'Humans', 'Retrospective Studies']"
"""Women with severe postpartum hemorrhage have a decreased endogenous thrombin potential before delivery"": Comment from Mishima et al.",2024,United States,Yuko,mostly_female,Kenichi,male,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Thrombin', 'Postpartum Period', 'Delivery, Obstetric']"
Counting follicles to define polycystic ovary morphology: should we change the way we do it?,2021,France,Didier,male,Didier,male,"['Female', 'Humans', 'Ovarian Follicle', 'Polycystic Ovary Syndrome']"
Fibrinogen as a potential diagnostic marker for prediction and evaluation of postpartum hemorrhage: a retrospective study.,2024,China,Yanke,unknown,Li,andy,"['Female', 'Pregnancy', 'Humans', 'Fibrinogen', 'Retrospective Studies', 'Postpartum Hemorrhage', 'Hemostatics', 'Blood Coagulation', 'Vitamins']"
Deciphering the potential of proteomic-based biomarkers in women's reproductive diseases: empowering precision medicine in gynecology.,2024,India,Ishwerpreet,unknown,Vijay,mostly_male,"['Female', 'Humans', 'Gynecology', 'Endometriosis', 'Polycystic Ovary Syndrome', 'Proteomics', 'Precision Medicine', 'Biomarkers', 'Genital Diseases, Female', 'Uterine Cervical Neoplasms', 'Power, Psychological']"
Lay awareness of USS to diagnose endometriosis remains low.,2021,,Lhr,unknown,A,unknown,"['Endometriosis', 'Female', 'Humans']"
The peculiar dermoscopic features of primary umbilical endometriosis.,2020,Belgium,E,unknown,M,unknown,"['Diagnosis, Differential', 'Endometriosis', 'Female', 'Humans', 'Umbilicus']"
P1-19: Thoracic endometriosis diagnosed with the aid of the pleuroscopy.,2021,,,unknown,,unknown,"['Endometriosis', 'Female', 'Humans', 'Pneumothorax', 'Thoracoscopy']"
Appendiceal endometriosis: a greater mimicker of appendicitis.,2019,,D,unknown,K,unknown,"['Adult', 'Appendicitis', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Humans']"
Ureteral endometriosis: correlation between ultrasonography and laparoscopy.,2019,Italy,M,unknown,M,unknown,"['Adult', 'Dysmenorrhea', 'Endometriosis', 'Female', 'Humans', 'Laparoscopy', 'Reproducibility of Results', 'Ultrasonography', 'Ureter', 'Ureteral Diseases']"
Severe Delayed Postpartum Hemorrhage after Cesarean Section.,2018,United States,Nirav,unknown,Michael,male,"['Adult', 'Blood Component Transfusion', 'Cesarean Section', 'Combined Modality Therapy', 'Female', 'Humans', 'Massage', 'Postoperative Complications', 'Postpartum Hemorrhage', 'Time Factors']"
Assessment of the retinal and choroidal microvascularization in polycystic ovary syndrome: an optical coherence tomography angiography study.,2021,,Ozge,unknown,Fadime,female,"['Choroid', 'Female', 'Fluorescein Angiography', 'Humans', 'Polycystic Ovary Syndrome', 'Retinal Vessels', 'Tomography, Optical Coherence']"
How to agree on what is fundamental to optimal teamwork performance in a situation of postpartum hemorrhage? A multidisciplinary Delphi French study to develop the Obstetric Team Performance Assessment Scale (OTPA Scale).,2021,France,Meryam,unknown,Pierre,male,"['Consensus', 'Delphi Technique', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Prospective Studies']"
Introduction to the Special Edition on endometriosis.,2020,United States,Wendaline,unknown,Wendaline,unknown,"['Endometriosis', 'Female', 'Humans']"
Vascular Involvement: An Uncommon Histologic Finding of Rectal Endometriosis.,2021,,Mousa,male,Valerie,female,"['Adult', 'Constipation', 'Dysmenorrhea', 'Dyspareunia', 'Endometriosis', 'Female', 'Humans', 'Pelvic Pain', 'Rectal Diseases']"
Hysterics and Heresy: Using Dialogism to Explore the Problematics of Endometriosis Diagnosis.,2020,United States,Emily,female,Kelsea,female,"['Endometriosis', 'Female', 'Humans']"
Transvaginal ultrasound for diagnosis of deeply infiltrating endometriosis.,2009,Brazil,Manoel,male,Mauricio,male,"['Endometriosis', 'Female', 'Humans', 'Intestinal Diseases', 'Ultrasonography, Doppler, Color', 'Vagina']"
Machine learning approach to predict postpartum haemorrhage: a systematic review protocol.,2023,,Banafsheh,female,Mozhgan,unknown,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Parturition', 'Delivery, Obstetric', 'Machine Learning', 'Sensitivity and Specificity', 'Research Design', 'Systematic Reviews as Topic']"
The AccuFlow sensor: a novel digital health tool to assess intrapartum blood loss at cesarean delivery.,2023,United States,Megan,female,Adam,male,"['Pregnancy', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Pilot Projects', 'Cesarean Section', 'Blood Loss, Surgical', 'Anesthesia']"
Are there new insights for the definition of PCOS?,2022,Brazil,Edmund,male,Soares-Jr,unknown,"['Anovulation', 'Female', 'Humans', 'Polycystic Ovary Syndrome']"
